id;nombre;sexo;trato;circunscripcion;partido;fecha_condicion_plena;fecha_alta;fecha_baja;g_par;fecha_alta_g_par;fecha_baja_g_par;biografia;asiento;gobierno
313;Santos Maraver, Agustín;H;Diputado;Madrid;SUMAR;/Date(1692226800000)/;/Date(1692140400000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;Licenciado en Filosofía y Letras.   Licenciado en Ciencias Políticas y Sociología.   Curso Relaciones Internacionales, escuela diplomática.   Funcionario de la carrera diplomática. ;140;0
314;Sanz Martínez, Luisa;M;Diputada;Valladolid;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Ingeniera informática .  Máster en Investigación en Tecnologías de la Información y las Comunicaciones, Premio Extraordinario Fin de Carrera.  Doctora internacional Cum Laude en Informática.  Profesora de Informática y Analista desarrolladora.  Secretaria de Formación en la Ejecutiva Provincial de Valladolid;87;0
315;Sarrià Morell, Vicent Manuel;H;Diputado;València;PSOE;/Date(1692226800000)/;/Date(1691622000000)/;;Socialista;/Date(1693177200000)/;;Casado con dos hijos.  BUP. COU.  Trabajador en excedencia RTVE-CV.  Responsabilidad orgánica en el PSPV-PSOE.  Diputado a Corts Valencianes 1999-2018  Concejal y Teniente de Alcalde 2011-2015, 2015-2019;136;0
316;Sastre Uyá, Miguel Ángel;H;Diputado;Cádiz;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Soltero.  Graduado en Fundamentos de la Arquitectura. Máster habilitante con acreditación NAAB y RIBA para el ejercicio de la profesión.  Arquitecto, articulista de opinión y formación de comunicación verbal.  Coordinador General de Nuevas Generaciones España. Miembro de la Junta Directiva Nacional del Partido Popular.;70;0
317;Sayas López, Sergio;H;Diputado;Navarra;PP;/Date(1692226800000)/;/Date(1691449200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Soltero.  EMBA por IESE Business School (2015-2017)  Licenciado en Filología Hispánica por la Universidad de Navarra  Consultor de formación en IDE (2006-2007)  Parlamentario Foral (2007-2019)  Concejal del Ayuntamiento de Berriozar (2003-2011)  Secretario de Comunicación y Organización de UPN (2013-2015);204;0
318;Sémper Pascual, Borja;H;Diputado;Madrid;PP;/Date(1692226800000)/;/Date(1691708400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado. Tres hijos.  Licenciado en Derecho. Título postgrado en gestión pública. Autor de varios libros y colaborador en programas de radio. Director asociado en empresa de servicios profesionales.  Concejal en Irún y San Sebastián hasta 2019. Parlamentario vasco hasta 2020. Vicesecretario Cultura y Sociedad Abierta del Partido Popular.;263;0
319;Senderos Oraá, Daniel;H;Diputado;Araba;PSOE;/Date(1692226800000)/;/Date(1690930800000)/;;Socialista;/Date(1693177200000)/;;Casado. Una hija.  Técnico de mantenimiento en depuración de aguas.  Técnico en Gestión Ambiental.  Master en análisis ambiental, huella de carbono y huella hídrica.  Ex Asesor de Medio Ambiente del Gobierno Vasco (mayo 2017-febrero 2020)  Ex Presidente de la Comisión de Infraestructuras JJGG (abril 2019-febrero 2020)  Ex portavoz de Medio Ambiente del Grupo Socialista en JJGG de Álava (abril 2019-febrero 2020)  Ex-Concejal de Medio Ambiente del Ayuntamiento de Moreda (Álava) (Mayo 2019-Mayo 2023);151;0
320;Serrada Pariente, David;H;Diputado;Salamanca;PSOE;/Date(1692226800000)/;/Date(1690930800000)/;;Socialista;/Date(1693177200000)/;;Casado. Dos hijas  Licenciado en Sociología (Universidad de Salamanca)  Suficiencia investigadora (Universidad de Salamanca)  Especialista en Derecho Constitucional y Ciencia Política (Centro de Estudios Políticos y Constitucionales)  Experto Universitario en Métodos Avanzados de Estadística Aplicada (UNED)  Secretario de Política Institucional del PSOE de Salamanca;246;0
321;Serrano Martínez, Juan Francisco;H;Diputado;Jaén;PSOE;/Date(1692226800000)/;/Date(1690930800000)/;;Socialista;/Date(1693177200000)/;;Ingeniero Técnico Industrial Esp. Mecánica.  Executive Master en Operaciones e Innovación Esade.  Alcalde de Bedmar y Garcíez (Jaén).  Trayectoria orgánica: Secretario General de Juventudes Socialistas de la Provincia de Jaén.;308;0
322;Sierra Caballero, Francisco;H;Diputado;Sevilla;SUMAR;/Date(1692226800000)/;/Date(1691967600000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;Licenciado en Periodismo, Ciencias de la información, UCM.   Experto en Ciencia, Tecnología y Sociedad, UNED.   Máster de Edición, Universidad de Salamanca.   Experto en Metodologías de la Participación, UCM.   Doctor en Ciencias de la Información, UCM.   Catedrático de Teoría de la Comunicación, Universidad de Sevilla.   Cabeza de lista de SUMAR Andalucía por Sevilla.   Fundador del Foro Andaluz de Izquierdas.   Director de la sección de Comunicación y cultura de la Fundación de investigaciones Marxistas FIN.   Ex Presidente de ULEPICC.   Fundador y Presidente de la Confederación de Asociaciones Iberoamericanas Científicas y Académicas en Comunicación.   Experto y consultor de la Comisión Europea en nuevas tecnologías y participación ciudadana.   Programa Urbact. ;57;0
323;Simancas Simancas, Rafael;H;Diputado;Madrid;PSOE;/Date(1692226800000)/;/Date(1691622000000)/;;Socialista;/Date(1693177200000)/;;Licenciado en Ciencias Políticas y Sociología.   Profesor de Ciencias Políticas.   Miembro del Comité Federal del PSOE;188;0
324;Simarro Vicens, Carlos;H;Diputado;Illes Balears;PP;/Date(1753138800000)/;/Date(1753052400000)/;;Popular en el Congreso;/Date(1753138800000)/;;Casado y con dos hijas.  Licenciado en Veterinaria por la Universidad de Zaragoza;286;0
325;Soldevilla Novials, Alba;M;Diputada;Barcelona;PSC;/Date(1702339200000)/;/Date(1702339200000)/;;Socialista;/Date(1702339200000)/;;Licenciada en Farmacia. Máster en Economía de la Salud y del Medicamento. Especialidad en Industria Famaceutica.  Secretaria de Economía, Trabajo y Formación Profesional del PSC de Terrasa.;339;0
326;Soler Mur, Alejandro;H;Diputado;Alacant;PSOE;/Date(1692226800000)/;/Date(1691967600000)/;;Socialista;/Date(1693177200000)/;;Divorciado. Un hijo.  Licenciado en Derecho.  Máster en Asesoría jurídica Empresas IE, Abogado Colegiado en el Ilustre Colegio de Abogados de Elche (ICAE), no ejerciente en la actualidad.  Ex Alcalde de Elche 2007-2011.  Diputado Provincial de Alicante 2011-2015.  Concejal del Ayuntamiento de Elche 1995-2007.  Director General SEPES julio 2018-marzo 2019.;217;0
327;Taboadela Álvarez, Obdulia;M;Diputada;A Coruña;PSOE;/Date(1692226800000)/;/Date(1691708400000)/;;Socialista;/Date(1693177200000)/;;Es doctora en Sociología, postgrado en Responsabilidad Social e Innovación Social, y Programa de Liderazgo para la Gestión Pública.  Es profesora titular en la Universidad de A Coruña, siendo especialista en mercado de trabajo, migraciones internacionales y estudios de género.  Ha compaginado su carrera universitaria con distintos cargos de responsabilidad en la esfera política.  Ha sido subdelegada del Gobierno en A Coruña, concejala del Ayuntamiento de A coruña y senadora en la XIII Legislatura.  Hasta ser elegida diputada, ha sido consejera de Educación en la Embajada de España en Polonia.;247;0
328;Tarno Blanco, Ricardo;H;Diputado;Sevilla;PP;/Date(1692226800000)/;/Date(1691017200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado. Dos hijos.  Directivo de empresa, ha formado parte de diversos consejos de administración.  Diputado nacional (2008-2019).  Diputado autonómico (2000-2008).  Alcalde del Ayuntamiento de Mairena de Aljarafe (2011-2015). ;336;0
329;Tellado Filgueira, Miguel;H;Diputado;A Coruña;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciado en Ciencias Políticas por la Universidad de Santiago de Compostela Vicesecretario de Organización Territorial del Partido Popular desde 2022, antes Secretario General del Partido Popular de Galicia 2016-2022   Diputado autonómico en Galicia desde 2012 a 2022  Senador por designación autonómica en la XIV Legislatura;296;0
330;Teniente Sánchez, Cristina;M;Diputada;Cáceres;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en Derecho.   Abogada no ejercicio.   Vicepresidenta y Portavoz del Gobierno de Extremadura 2011-2015.   Consejera de Empleo, Empresa, Innovación 2011-2013.   Consejera de Economía, Comercio, Innovación 2013-2015.   Portavoz Grupo Parlamentario Popular 2015-2023.   Presidenta Grupo Parlamentario Popular 2022-2023.   Militante 1991.   Concejala Hacienda y Turismo del Ayuntamiento de Cáceres 1995.   Secretaria General y portavoz adjunta del Grupo Parlamentario Popular 2003-2011;132;0
331;Tomás Olivares, Violante;H;Diputado;Murcia;PP;/Date(1692226800000)/;/Date(1691103600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en Psicología.  Gerente desde 1991 a 2011 de la Federación de Asociaciones en favor de Personas con Discapacidad Plena inclusión.   Diputada en Asamblea Regional de Murcia 2011 2015.   Consejera de Familia e Igualdad de Oportunidades del Gobierno regional 2015-2019 Senadora 2019-2023, portavoz de la Comisión de Políticas Integrales para la Discapacidad.   Miembro del Comité de Apoyo a la Convención de Derechos de Personas con Discapacidad de Cermi. ;29;0
332;Torres Tejada, María;M;Diputada;Jaén;PP;/Date(1704844800000)/;/Date(1704758400000)/;;Popular en el Congreso;/Date(1704844800000)/;;"Casada. Una hija 
Licenciada en Derecho y abogada en ejercicio hasta 2014, especializada en derecho laboral.  Concejal en el Ayuntamiento de Bailén desde 2007 hasta la actualidad.";23;0
333;Trenzano Rubio, Marta;M;Diputada;València;PSOE;/Date(1692226800000)/;/Date(1691622000000)/;;Socialista;/Date(1693177200000)/;;Licenciada en Filología Inglesa.  Graduada en Ciencias Políticas y de la Administración Pública.    Alcaldesa de Algemesí (2015-2023);255;0
334;Uriarte Bengoechea, Edurne;H;Diputado;Madrid;PP;/Date(1706572800000)/;/Date(1706572800000)/;;Popular en el Congreso;/Date(1706572800000)/;;Catedrática de Ciencia Política de la Universidad Rey Juan Carlos. Antes, Catedrática de la Universidad del País Vasco.  Doctora en Sociología y Ciencia Política de la Universidad Complutense de Madrid.  Licenciada en Sociología y Políticas por la Complutense.  Licenciada en Ciencas de la Información por la Universidad del País Vasco.  Columnista en El Debate.;156;0
335;Valero Morales, Juan Antonio;H;Diputado;Málaga;IU;/Date(1692226800000)/;/Date(1691017200000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;Licenciado en historia por la Universidad de Málaga.   Experto en planificación de procesos participativos por la Universidad Complutense de Madrid.   Profesor de enseñanza secundaria.   Diputado de sumar por la provincia de Málaga.   Coordinador andaluz de Izquierda Unida.   Padre de 2 hijos. ;117;0
336;Valido García, Cristina;M;Diputada;S/C Tenerife;CCa;/Date(1692226800000)/;/Date(1690930800000)/;;Mixto;/Date(1693177200000)/;;Vive en El Rosario, Tenerife  Casada  Graduada en Historia.  Técnico especialista en Administración de Empresas  Experta universitaria en Desarrollo Local  Experta universitario en Gestión Pública  Estudios en Filología.  Ha sido concejal del municipio de La Orotava  Consejera y Vicepresidenta del Cabildo Insular de Tenerife  Consejera de Políticas Sociales y Empleo del Gobierno de Canarias  Diputada del Parlamento de Canarias  Previo a su actividad pública fue jefa de administración en empresa constructora, trabajó en medios de comunicación de televisión y radio.;65;0
337;Vallugera Balañà, Pilar;M;Diputada;Barcelona;ERC;/Date(1692226800000)/;/Date(1691622000000)/;;Republicano;/Date(1693177200000)/;;"Licenciada en Derecho por la UB.  Personal al servicio de la Administración de la Generalitat desde 1986 en excedencia. 
Regidora y portavoz de ERC en el Ajuntament de Barcelona de 2003 a 2007.";74;0
338;Vaquero Montero, Maribel;M;Diputada;Gipuzkoa;EAJ-PNV;/Date(1692226800000)/;/Date(1692140400000)/;;Vasco (EAJ-PNV);/Date(1692313200000)/;;Casada, madre de 2 hijos.   Licenciada en Derecho, posgrado en Administración pública.   Concejal del Ayuntamiento de Urnieta, 1995-2019.   Parlamentaria Parlamento Vasco, 2007-2015.   Directora de Derechos Humanos y Convivencia de la Diputación Foral de Gipuzkoa, 2015-2019.   Senadora, 2019-2023. ;166;0
339;Varela Pazos, Marta;M;Diputada;Madrid;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciatura en periodismo por la Universidad de Santiago.  Periodista en Cadena COPE y Europa Press (2004-2009). Asesora en la Xunta de Galicia (2009-2023). Jefa de Prensa del Presidente de la Xunta (2013-2020). Directora de Gabinete de la Presidencia de la Xunta (2020-2022). Directora de Gabinete del Presidente del Partido Popular (2022-2023).;328;0
340;Vázquez Blanco, Ana Belén;M;Diputada;Ourense;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en Derecho.  Funcionaria  Ex Alcaldesa de Bande.  Miembro del Comité Ejecutivo Nacional del Partido Popular, Secretaria Nacional de Interior del PP.;178;0
341;Vázquez Jiménez, María del Mar;M;Diputada;Málaga;PP;/Date(1692226800000)/;/Date(1691017200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casada, con una hija. Licenciada en medicina y cirugía. Especialista en Medicina Familiar y Comunitaria. Especialista en Medicina Preventiva y Salud Pública. Máster en Salud Pública y Gestión. Máster en Economía de la Salud. Ha desempeñado trabajos como médico y en puesto de gestión sanitaria.;20;0
342;Vedrina Conesa, María Elisa;M;Diputada;Tarragona;PP;/Date(1718060400000)/;/Date(1718060400000)/;;Popular en el Congreso;/Date(1718060400000)/;;"Nacida el 4 de mayo de 1970 en Barcelona, casada y madre de 4 hijos.  Licenciada en Filología Anglogermánica por la Universidad de Barcelona (1993), Master of Arts en Lingüística Hispánica por la University of lllinois at Urbana-Champaign (1995) y diplomada en Corrección y Asesoramiento Lingüístico en Español por la Universitat Rovira i Virgili (2020). Cuenta con el Teaching Knowledge Test (Certificat de Coneixements Pedagogics) de Cambridge English Language Assessment, University of Cambridge{2017) y el Diploma Experto en Educación Familiar Sistema DAIP, de ldentitas Asesores de Educación Personalizada (2018). 
Desde 1996 trabaja en lnstitució Tarragona, donde ha sido directiva, profesora de lengua y cultura inglesas y de lengua castellana, y también orientadora educativa de alumnas y familias. Durante unos años fue colaboradora docente en la Universitat Oberta de Catalunya. 
Concejal del Ayuntamiento de Tarragona desde 2017 y portavoz adjunta del Grupo Municipal del Partido Popular desde 2019, ha sido consejera de Deportes, Voluntariado y Asociaciones de Jubilados y Pensionistas, presidenta del Patronato Municipal de Deportes de Tarragona, vicepresidenta del Instituto Municipal de Educación de Tarragona y miembro del consejo de administración de las empresas municipales. Desde junio de 2023, consejera del Consell Comarcal del Tarragones y portavoz adjunta del grupo comarcal del Partido Popular. 
Desde su adolescencia ha sido catequista en diferentes parroquias y ha colaborado y colabora como voluntaria en instituciones que trabajan en la promoción, la difusión y el patrocinio de proyectos y actividades en el ámbito del fomento de la cultura, la educación de los jóvenes y en el asesoramiento y formación de la familia. Desde hace unos años, colabora con otras asociaciones de tipo asistencial en los ámbitos de la salud y también de la atención a los cristianos de Tierra Santa. Desde febrero de 2020 forma parte del Consejo Asesor de la Comisión Directiva del Consell Esportiu del Tarragones.";12;0
343;Velarde Gómez, Martina;M;Diputada;Granada;PODEMOS;/Date(1692226800000)/;/Date(1691449200000)/;;Mixto;/Date(1701734400000)/;;Licenciatura en Derecho  Experto en prácticas jurídicas.  Máster en Prácticas Jurídicas.  CAP (Orientación y formación laboral)  Abogada;68;0
344;Velasco Morillo, Elvira;M;Diputada;Zamora;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Grado en Enfermería  Máster Universitario en Derecho Sanitario  Teniente de alcalde en el Ayuntamiento de Fuentesecas (Zamora).  Secretaria Provincial de Mayores del Partido Popular en Zamora  Máster en Administración y Dirección de Servicios Sanitarios por la Universidad Antonio Nebrija (Madrid)  Programa de Alta Dirección en Instituciones Sanitarias impartido por IESE Business School de la Universidad de Navarra;96;0
345;Velasco Retamosa, José Manuel;H;Diputado;Toledo;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Doctor en Derecho.  Profesor Titular de Derecho Internacional Privado UCLM.  Diputado Regional Cortes de Castilla-La Mancha Legislatura 2008-2011.  Director General de Universidades de Investigación de la JCCM 2013-2015.  Concejal del Ayuntamiento de Toledo 2015-2019;266;0
346;Verano Domínguez, Bella;M;Diputada;Huelva;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en Humanidades.   Diplomada en turismo.   Empleada de banca.   12 años Teniente de Alcalde Ayuntamiento de Lepe.   4 años Diputada provincial .   5 años Delegada del Gobierno andaluz en Huelva.   12 años Secretaria General PP de Lepe .   3 años coordinadora PP de Huelva;195;0
347;Verdejo Vicente, Ferran;H;Diputado;Barcelona;PSC;/Date(1692226800000)/;/Date(1690930800000)/;;Socialista;/Date(1693177200000)/;;Graduado en Ciencias Políticas y Administración Pública por la Universidad de Barcelona  Secretario de Organización de la Joventut Socialista de Catalunya;267;0
348;Vidal Matas, Vicenç;H;Diputado;Illes Balears;MÉS;/Date(1692226800000)/;/Date(1691535600000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;Licenciado en Ciencias Ambientales. (UAB)  Máster en Gestión de Parques Naturales (UAM).  E.U. Derecho Urbanístico (UIB).  E. U. Cooperación (UIB).  Senador XIV Legislatura.  Conseller Medi Ambient, Agricultura i Pesca (2019-2019).  Discapacidad visual 69%;118;0
349;Vidal Sáez, Aina;M;Diputada;Barcelona;CeC;/Date(1692226800000)/;/Date(1692140400000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;"Afiliada a Joves d'Esquerra Verda desde 2005. Miembro del Consejo Nacional de ICV. 
Afiliada a Comisiones Obreras, organización donde ha desempeñado diferentes responsabilidades. 
Portavoz de la Comisión del Pacto de Toledo y Portavoz Adjunta de la Comisión de Trabajo y Seguridad Social en la XII Legislatura.
";164;0
350;Zaragoza Alonso, José;H;Diputado;Barcelona;PSC;/Date(1692226800000)/;/Date(1690930800000)/;;Socialista;/Date(1693177200000)/;;;200;0
351;Aagesen Muñoz, Sara;M;;;;;;;;;;;278;1
352;Albares Bueno, José Manuel;H;Diputado;;;;;;;;;;260;1
353;Robles Fernández, Margarita;M;Diputada;;;;;;;;;;237;1
354;Grande-Marlaska Gómez, Fernando;H;Diputado;;;;;;;;;;;1
355;Alegría Continente, María Pilar;M;Diputada;;;;;;;;;;201;1
356;Hereu Boher, Jordi;H;Diputado;;;;;;;;;;189;1
357;Planas Puchades, Luis;H;Diputado;;;;;;;;;;190;1
358;Torres Pérez, Ángel Víctor;H;Diputado;;;;;;;;;;191;1
359;Rodríguez García, Isabel;M;Diputada;;;;;;;;;;202;1
360;Urtasun Domènech, Ernest;H;Diputado;;;;;;;;;;219;1
361;Rego, Sira Abed;M;Diputada;;;;;;;;;;325;1
362;López Águeda, Óscar;H;Diputado;;;;;;;;;;311;1
363;Saiz Delgado, Elma;M;Diputada;;;;;;;;;;295;1
364;Redondo García, Ana María del Carmen;M;Diputada;;;;;;;;;;279;1
365;Morant Ripoll, Diana;M;Diputada;;;;;;;;;;261;1
366;Bustinduy Amador, Pablo;H;Diputado;;;;;;;;;;251;1
367;García Gómez, Mónica;M;Diputada;;;;;;;;;;238;1
368;Cuerpo Caballero, Carlos;H;Diputado;;;;;;;;;;;1
369;Albares Bueno, José Manuel;H;Diputado;Madrid;PSOE;/Date(1692226800000)/;/Date(1691967600000)/;/Date(1701820800000)/;Grupo Parlamentario Socialista;45166;45266;Licenciado en Derecho y Diplomado en Ciencias Empresariales por la Universidad de Deusto.  Diplomático de Carrera.   Ministro de Asuntos Exteriores, Unión Europea y Cooperación desde 2021.   Embajador de España en Francia y Mónaco (2020-2021).   Secretario General de Asuntos Internacionales, Unión Europea, G 20 y Seguridad Global (2018-2020).  Miembro del Comité Federal del PSOE. ;;0
370;Alegría Continente, María Pilar;M;Diputada;Zaragoza;PSOE;/Date(1692226800000)/;/Date(1691967600000)/;/Date(1701820800000)/;Grupo Parlamentario Socialista;45166;45266;Diplomada en Magisterio. Educación Primaria.  Máster en Estudios Avanzados Educación Social.  Ministra de Educación y FP.  Portavoz PSOE;;0
371;Antona Gómez, Asier;H;Diputado;S/C Tenerife;PP;/Date(1692226800000)/;/Date(1691708400000)/;/Date(1726095600000)/;Grupo Parlamentario Popular en el Congreso;45156;45547;Casado y padre de tres niños.  Licenciado en Ciencias Políticas y de la Administración.  Presidente del PP de Las Palmas.  Secretario General PP Canarias.  Presidente PP Canarias.  Presidente Grupo Parlamentario PP Canarias.  Alcalde de Santa Cruz de La Palma.  Miembro de la Junta Directiva Nacional.  Secretario Política Electoral PP Nacional.  Senador por la Comunidad Autónoma de Canarias.  Portavoz adjunto en el Senado;;0
372;Bassa Coll, Montserrat;M;Diputada;Girona;ERC;/Date(1692226800000)/;/Date(1692140400000)/;/Date(1727132400000)/;Grupo Parlamentario Republicano;45166;45559;Licenciada en Filosofía y Letras (Especialidad en Ciencias de la Educación y en Gestión y Organización de Centros);;0
373;Batet Lamaña, Meritxell;M;Diputada;Barcelona;PSC-PSOE;/Date(1692226800000)/;/Date(1692140400000)/;/Date(1693954800000)/;Grupo Parlamentario Socialista;45166;45175;"Licenciada en Derecho y cursos de doctorado en Derecho Público en la Universitat Pompeu Fabra.  Postgrado en Derecho Inmobiliario y Urbanístico (IDEC).   Profesora de Derecho Constitucional en la Universitat Pompeu Fabra.
Ministra de Política Territorial y Función Pública desde el 7 de junio de 2018 hasta el 20 de mayo de 2019.  Presidenta del Congreso de los Diputados en la XIII y XIV Legislatura.";;0
374;Calvo Poyato, Carmen;M;Diputada;Granada;PSOE;/Date(1692226800000)/;/Date(1691622000000)/;/Date(1707782400000)/;Grupo Parlamentario Socialista;45166;45335;Divorciada, una hija.  Licenciada en Derecho Público por la Universidad de Sevilla.  Doctora en Derecho Constitucional por la Universidad de Córdoba.  Profesora Titular de Derecho Constitucional de la Universidad de Córdoba.  Secretaria General de la Universidad de Córdoba   Consejera de Cultura  de la Junta de Andalucía 1996-2004.  Ministra de Cultura 2004-2007.  Diputada Autonómica 2000-2004.  Diputada nacional 2004-2011.  Vicepresidenta Primera del Congreso de los Diputados 2007-2008.  Vicepresidenta del Gobierno, Ministra de la Presidencia, de Relaciones con las Cortes e Igualdad 2018-2019;;0
375;Cantera de Castro, Zaida;M;Diputada;Madrid;PSOE;/Date(1702339200000)/;/Date(1702339200000)/;/Date(1717110000000)/;Grupo Parlamentario Socialista;45272;45443;"Licenciatura de la Academia General Militar, Especialidad en Transmisiones.
Máster en Redes y Sistema de Información. 
Máster en Sistemas de Comunicación e Información para la Seguridad y la Defensa. 
Comandante en retiro del Ejército de Tierra";;0
376;Casares Hontañón, Pedro;H;Diputado;Cantabria;PSOE;/Date(1692226800000)/;/Date(1692140400000)/;/Date(1753743600000)/;Grupo Parlamentario Socialista;45166;45867;"Nacido en Santander. Licenciado en Economía. Doctor en Economía. Profesor del Área de Fundamentos del Análisis Económico en el Departamento de Economía de la Universidad de Cantabria. Ha sido miembro del Consejo de Gobierno y del Comité de Empresa de la Universidad de Cantabria
Desde el 40 Congreso Federal del PSOE es el Secretario del Área de Política Económica y de Transformación Digital de la Comisión Ejecutiva Federal del PSOE. 
Secretario General del PSOE de Santander. 
Secretario del Área de Vivienda, Ordenación del Territorio, Infraestructuras y Transportes de la Comisión Ejecutiva Federal del PSOE entre los años 2017 y 2021. 
Portavoz del PSOE en el Ayuntamiento de Santander entre los años 2015 y 2020.  
Concejal en el Ayuntamiento de Santander entre los años 2013 y 2020.  Secretario del Área de Economía y Empleo del PSOE de Cantabria entre los años 2008 y 2017.";;0
377;Cerdán León, Santos;H;Diputado;Navarra;PSN-PSOE;/Date(1692226800000)/;/Date(1691017200000)/;/Date(1750028400000)/;Grupo Parlamentario Socialista;45166;45824;"Nacido en Pamplona. Técnico Superior Electrónica Industrial EPII.  Técnico Mantenimiento en IBERFRUTA y BONDUELLE.  Concejal del Ayuntamiento Milagro 1999-2003, 2007-2011, 2011-2015.  Presidente de la Mancomunidad RSU Ribera Alta 2000-2004.  Parlamentario Foral 2011-2015, 2015-2017.  Secretario de Organización PSN/PSOE 2011-2017.  Secretario Ejecutivo de Coordinación Territorial PSOE 2017-actualidad	";;0
378;De Andrés Guerra, Javier;H;Diputado;Araba;PP;/Date(1692226800000)/;/Date(1691535600000)/;/Date(1710374400000)/;Grupo Parlamentario Popular en el Congreso;45156;45365;Casado. Tres hijos. Licenciado en Ciencias de la Información. Máster en Hacienda y Finanzas Publicas.  Diputado General de Álava (2011-2015)  Delegado del Gobierno en el País Vasco (2016-2018).;;0
379;Del Moral Leal, María Luisa;M;Diputada;Jaén;PP;/Date(1692226800000)/;/Date(1690844400000)/;/Date(1703721600000)/;Grupo Parlamentario Popular en el Congreso;45156;45288;Casada, madre de dos hijas y abuela de dos nietas.  Doctora en Medicina y Cirugía General.  Ejercicio como médico desde 1995 a 1999.   Profesora Universidad de Jaén  Diputada en Cortes en la XIII Legislatura donde ocupé la portavocía de la Comisión de Sanidad.   S. G. de la Consejería de Salud y Consumo de la Junta de Andalucía;;0
380;Errejón Galván, Íñigo;H;Diputado;Madrid;SUMAR;/Date(1692226800000)/;/Date(1691967600000)/;/Date(1729724400000)/;Grupo Parlamentario Plurinacional SUMAR;45166;45589;Licenciado en Ciencias Políticas.  Doctor en Ciencias Políticas.;;0
381;Esteban Bravo, Aitor;H;Diputado;Bizkaia;EAJ-PNV;/Date(1692226800000)/;/Date(1692140400000)/;/Date(1743462000000)/;Grupo Parlamentario Vasco (EAJ-PNV);45156;45748;Casado. Dos hijos.   Doctor en Derecho.   Profesor de la Universidad de Deusto.   Secretario de Presidencia y Portavoz de la Diputación Foral de Bizkaia (1991-1995).   Presidente de las Juntas Generales de Bizkaia (1995-2003);;0
382;Fernández Herranz, Sandra;M;Diputada;Illes Balears;PP;/Date(1692226800000)/;/Date(1692140400000)/;/Date(1752188400000)/;Grupo Parlamentario Popular en el Congreso;45156;45849;Derecho. Máster en Comunicación Corporativa y Marketing Digital. Experta en Responsabilidad Social Corporativa.  Concejal en el Ayuntamiento de Palma (junio 2007 - junio 2011). Consellera de Familia y Bienestar Social (mayo 2013 - junio 2025). Diputada en el Parlament Balear (julio 2015-abril 2019).;;0
383;Fernández Pena, Paula;M;Diputada;Pontevedra;PsdeG-PSOE;/Date(1712617200000)/;/Date(1712617200000)/;/Date(1738886400000)/;Grupo Parlamentario Socialista;45391;45695;Arquitecta técnica.  Máster en Coordinación de Seguridad y Salud  Directora técnica y Jefa de Obras  Gerente equipo arquitectura  Concejala y Alcaldesa de Silleda  Fue Directora de Gabinete de Presidencia de la Deputación de Pontevedra   Vicesecretaria Xeral del PSdG-PSOE de Pontevedra;;0
384;García Bernal, Begoña;M;Diputada;Cáceres;PSOE;/Date(1692226800000)/;/Date(1691622000000)/;/Date(1702425600000)/;Grupo Parlamentario Socialista;45166;45273;Licenciada en Derecho.   Máster en Comunicación Política Avanzada.   2015-2019, Consejera de Medio Ambiente y Rural, Políticas Agrarias y Territorio, Junta de Extremadura.   2019-2023 Consejera de Agricultura, Desarrollo Rural, Población y Territorio, Junta de Extremadura. ;;0
385;Gómez Besteiro, José Ramón;H;Diputado;Lugo;PsdeG-PSOE;/Date(1692226800000)/;/Date(1691449200000)/;/Date(1709251200000)/;Grupo Parlamentario Socialista;45166;45352;Casado, dos hijos.   Licenciado en Derecho.   Abogado.   1999-2007, Teniente de Alcalde de Lugo 2007-2015, Presidente de la Diputación de Lugo.   2023, Delegado del Gobierno en Galicia. ;;0
